lon,lat,label,min_dist_threshold_m
77.58053363692365,12.838909403871902,0,500
77.78641659254079,13.139556531319727,0,500
77.49772619291598,12.990954165717918,0,500
77.65462923454841,12.984940244148833,0,500
77.78944375096076,12.824064620797483,0,500
77.53086547735967,13.145630295300007,0,500
77.56230376591652,13.04951147858637,0,500
77.69661738185752,12.833557256663926,0,500
77.78601252191729,13.065734273759611,0,500
77.43328638000831,13.156426182709604,0,500
77.57313999610484,13.061743464262404,0,500
77.57942857512508,12.913829509190016,0,500
77.55287449807666,12.832237342001426,0,500
77.44896319164398,12.886238923548913,0,500
77.48915297246978,12.817553154704903,0,500
77.77439606187735,13.062611060291948,0,500
77.6942041032129,12.864820019370876,0,500
77.48379496924132,13.090664394307803,0,500
77.63277263581062,13.006475550443236,0,500
77.72378073543464,12.855157389248685,0,500
77.64821633326846,12.93420123935995,0,500
77.64900014541116,13.050188191266521,0,500
77.60279646430648,13.1129189745262,0,500
77.69156574247573,13.011941261496293,0,500
77.64591357445984,12.893888819118198,0,500
77.43232316051933,12.810816164816181,0,500
77.50701267365358,12.893723611940006,0,500
77.72296336323976,12.946457714776185,0,500
77.47734904317572,12.885602579352893,0,500
77.78034148893457,12.818503975421697,0,500
77.45138545365126,12.933953807521595,0,500
77.64589790516794,12.830490698755057,0,500
77.49824489938652,12.95421648433157,0,500
77.58605403599978,12.955045566427398,0,500
77.52761296689356,13.094304213294436,0,500
77.77772018207777,12.881229069080216,0,500
77.79325279409389,12.954865141526277,0,500
77.63926155453643,12.994916262507639,0,500
77.80497818912545,12.883441796633702,0,500
77.758572945981,13.086671617954105,0,500
77.48459263779442,13.02199928762574,0,500
77.47630668092984,13.028080733962765,0,500
77.79110622843145,12.84174251046631,0,500
77.69430416385858,12.91400410602877,0,500
77.66021778320045,13.005283509471939,0,500
77.6261874991994,13.003897486644068,0,500
77.75177281708865,13.106640279018194,0,500
77.4557104443511,13.14421131059227,0,500
77.4843991196055,12.90966417337302,0,500
77.65077945706231,12.819573298230377,0,500
77.63342147447321,13.14009637503408,0,500
77.70427343658677,12.979412477824216,0,500
77.70018961000117,12.92303782292183,0,500
77.6420315572408,13.077209236218048,0,500
77.70932768601455,12.999074499024786,0,500
77.76818832813235,12.837567489894429,0,500
77.59027122333137,13.044831704299906,0,500
77.75730741368692,13.054671133827382,0,500
77.5204988466509,13.083815041652292,0,500
