lon,lat,label,min_dist_threshold_m
77.63093148045732,13.013940738353666,0,200
77.46473826194027,13.023679732927523,0,200
77.75611154537705,12.877660696142678,0,200
77.48523720920046,13.129992536532438,0,200
77.52380831414297,12.843289776661496,0,200
77.59642979233347,13.05876428549307,0,200
77.66054373963011,12.984152777619203,0,200
77.74709050063979,12.810459129498575,0,200
77.79176600332221,12.917813143724345,0,200
77.67628682839768,12.896794092059803,0,200
77.77852442777206,13.089413832706311,0,200
77.64764985334104,13.039496878773738,0,200
77.7573043373221,12.898944711602196,0,200
77.80144093695573,12.890683344078392,0,200
77.48192249074657,12.930921556085254,0,200
77.80950221734268,13.013147336879292,0,200
77.66403113958368,12.965473411434541,0,200
77.66295760614763,12.984038900513436,0,200
77.47198068396855,13.021185344628378,0,200
77.4830802412373,12.857501126153883,0,200
77.50500433882854,12.809541618301855,0,200
77.46803875510038,13.014008962541189,0,200
77.5518379245421,12.84768718422285,0,200
77.75889372455266,12.952636231638042,0,200
77.69958532675683,12.849314939195258,0,200
77.629786322104,12.903930210654927,0,200
77.71735300855573,12.9637933639309,0,200
77.49052144557903,13.137215782721254,0,200
77.74306640834514,13.063295667132486,0,200
77.60016761122927,13.137901128210004,0,200
77.4950651048903,12.884574256938466,0,200
77.6935215054084,13.135237561200269,0,200
77.57418194872514,13.02372365626919,0,200
77.46289753588756,12.976787765352254,0,200
77.61551932577379,13.077925065831298,0,200
77.52855704243171,12.973785437800087,0,200
77.51897647572429,13.064339336220272,0,200
77.53337869347898,12.91898874294221,0,200
77.53114992274939,12.819889826895512,0,200
77.64300167053817,12.99029588922128,0,200
77.55599032874542,13.11973435894434,0,200
77.57876776515822,12.905560509386389,0,200
77.80388817369241,13.156260500017678,0,200
77.7724461664262,12.89786453349685,0,200
77.73727760516115,13.106137169664008,0,200
77.78697690437326,13.10819908443399,0,200
77.73453675306527,13.11124119004975,0,200
77.53086597453459,13.094126626594962,0,200
77.58447556601661,12.855096080028332,0,200
77.80394169062713,13.031309483703915,0,200
77.4420739955535,13.108251329075625,0,200
77.62001735454218,13.111634445634655,0,200
77.61899486473499,13.008709876162944,0,200
77.70272783777318,12.94567263765359,0,200
77.58828306952466,12.98982257740918,0,200
77.63998851706913,12.997149631830094,0,200
77.68847284856943,12.82188533440061,0,200
77.58775719313677,13.095042627119563,0,200
77.60878552033465,12.932356005620962,0,200
77.65851529540704,13.032368795757677,0,200
77.52407967283926,12.984365291622877,0,200
77.80625574540977,13.016868314066127,0,200
77.67970190067855,13.1440758535078,0,200
77.57221621728038,13.136795930369017,0,200
77.66791028114758,13.110556053760982,0,200
77.69235973155747,13.080152698471899,0,200
77.59156445615082,13.055549343240154,0,200
77.49520812258368,12.943480914031468,0,200
77.68049655182371,13.022658145211153,0,200
77.55286275540168,12.999087023807174,0,200
77.75810053036291,13.02053459861812,0,200
77.71588683860348,12.893701693872414,0,200
77.75440463539374,12.981364123220708,0,200
77.63800648617148,13.042662839236272,0,200
77.71604923333128,13.076945105921967,0,200
77.55318764370612,12.89796286357806,0,200
77.7184520235511,12.859053655306024,0,200
77.50115213221558,13.043435331413285,0,200
77.48829884877576,12.899913237092647,0,200
77.75142463677572,13.08963259306222,0,200
77.76557882341564,12.848710360416106,0,200
77.62034203947312,13.1389366527329,0,200
77.47338262524654,12.874492049456581,0,200
77.78448571148003,12.867360644812598,0,200
77.45602130186847,12.897016754691402,0,200
77.4936964204242,13.11979187121986,0,200
77.712214525028,12.877167297644146,0,200
77.62498861550459,13.140912855426174,0,200
77.64871647236298,12.923770893116535,0,200
77.6790679591034,13.128169428191624,0,200
77.76783893962133,12.858218605322698,0,200
77.75132423508431,12.96226237282779,0,200
77.58388281636836,13.148374286792123,0,200
77.55617432230311,12.817342804696837,0,200
77.68068794256638,13.120498615555505,0,200
77.58066367253551,13.016364585328205,0,200
77.68132435494043,12.831249094307259,0,200
77.53795014712676,12.921287893293481,0,200
77.48218824112857,12.947146888870678,0,200
77.73751024066374,12.9936850291684,0,200
77.57558237763315,13.144709638461263,0,200
77.49471288179213,12.924400100468066,0,200
77.59314437903582,13.04516512308088,0,200
77.61924248731609,13.069152236456848,0,200
77.7492438251598,12.929995929559418,0,200
77.6173114010142,13.106403659178415,0,200
77.65622229567126,13.089823211268994,0,200
77.79818136016445,12.984652569770237,0,200
77.50988196960404,13.13148978040438,0,200
77.68656506891882,13.03595452171472,0,200
77.44605341576644,13.062195285780183,0,200
77.6770911494138,13.140351588820451,0,200
77.47562159509967,13.096920476290082,0,200
77.52382488199048,12.815435321937722,0,200
77.58770354083356,13.08619864222972,0,200
77.56404803999584,12.82647820909741,0,200
77.57573893951941,12.875855235573654,0,200
77.69997848643517,12.990152311582339,0,200
77.49689863373598,13.03634526815448,0,200
77.67375002778586,12.998923003117392,0,200
77.68521717459775,13.075174731294855,0,200
77.75356265455208,13.071521642608857,0,200
77.81006874941365,13.001798487264013,0,200
77.45715052923337,13.05150289898731,0,200
77.61903263685565,13.124364569889288,0,200
77.62367145766422,12.833975960136838,0,200
77.44810438214942,12.964469094025223,0,200
77.47252958927754,12.845671000304671,0,200
77.67502878474343,13.102232112772398,0,200
77.78884637594841,13.105785124459485,0,200
77.44143621346336,12.973836318958675,0,200
77.77608008763782,13.117131549546599,0,200
77.6303049789709,13.130153325276416,0,200
77.75448492439205,12.855599958734201,0,200
77.45610185944271,12.85110056726701,0,200
77.50255542610465,13.061433533134673,0,200
77.62799766385436,12.96197455826301,0,200
77.77796785699012,13.044744897690189,0,200
77.55286819876305,12.954527261801653,0,200
77.56459019914897,13.017789791676273,0,200
77.49699461861861,12.81907845938484,0,200
77.72737939120421,12.940533555827866,0,200
77.48524328122923,12.938436450680685,0,200
77.5264435666109,12.86151125333467,0,200
77.62568910217183,13.026160897896741,0,200
77.77048956727204,13.089429299991327,0,200
77.66686163082551,13.13821104923635,0,200
77.48648360902776,12.926307281426316,0,200
77.45062553605456,12.889859158078082,0,200
77.75578160505675,13.078290004491846,0,200
77.479583980213,12.840811004066287,0,200
77.69047076326572,13.082053292998141,0,200
77.77392370242048,13.08469573642446,0,200
77.51809052175456,12.84145729323904,0,200
77.8126618192081,12.959712541572163,0,200
77.43402898767661,13.154073266519774,0,200
77.48318405228441,13.06925051166454,0,200
77.53121240228461,13.112901302988153,0,200
77.52505795170339,13.09992859085775,0,200
77.76051101911838,13.095005005873261,0,200
77.50359399393322,12.897766016108127,0,200
77.7798655785389,12.988356289298336,0,200
77.53923177054045,13.102097630731505,0,200
77.49935056756776,13.06556188067743,0,200
77.62430098767031,13.04998083938422,0,200
77.76988495395086,12.966962712827216,0,200
77.51088201016691,12.824992724793075,0,200
77.7974498657371,12.970508790965624,0,200
77.44736047360222,12.824433427798269,0,200
77.63473146597381,12.896995139621229,0,200
77.43215671830342,13.002459431544546,0,200
77.55251021365167,12.872831250801354,0,200
77.43476569583275,12.866946774291893,0,200
77.53518111667823,13.01835077076315,0,200
77.6443179732894,13.107108424513383,0,200
77.66310027135444,12.978015500204888,0,200
77.73689592183236,12.838510945216546,0,200
77.49039598998199,13.019803073913973,0,200
77.7263121278966,12.959623459610393,0,200
77.60284495876864,12.990245227771114,0,200
77.49998683733068,13.023682954902421,0,200
77.65598843677732,13.064147103098716,0,200
77.58254873605681,12.816594327567383,0,200
77.45463724378865,12.811753371959988,0,200
77.66480466291704,12.985077005509302,0,200
77.5833973840502,13.135516465130753,0,200
77.47122697429248,13.051499881863812,0,200
77.79368922407632,13.057667729609152,0,200
77.58748730040269,13.13981330288075,0,200
77.70073894357607,12.91265015852389,0,200
77.65887371009394,12.824355447167518,0,200
77.63608434680805,12.955056580403781,0,200
77.8088473483962,13.139339705326297,0,200
77.47415842317974,13.108672707865784,0,200
77.62205678734966,13.058089377754166,0,200
77.71353014432556,12.969495435899454,0,200
77.57629100571809,13.078457175333632,0,200
77.45743513633067,12.817228762513663,0,200
77.4784395184911,12.853534238998176,0,200
77.44370773028307,12.92877296191651,0,200
77.78557637467992,12.814287181974045,0,200
77.72280273358824,13.00219964899111,0,200
77.63045643814934,12.908096078718648,0,200
77.77297622373814,13.004626599070553,0,200
77.75076318164625,13.142640558577046,0,200
77.49343431994258,12.893799982799978,0,200
77.5918103135217,12.933840298301895,0,200
77.6735728837356,12.958505847373052,0,200
77.59629947259482,13.113542854271866,0,200
77.48682169439077,12.952661915200556,0,200
77.68062105522216,12.96779545217681,0,200
77.76416882317206,12.966355405267949,0,200
77.52013072112409,12.939681799156075,0,200
77.57646633760801,13.036726330708863,0,200
77.46893012368734,12.836647940801548,0,200
77.76276964751084,13.147049651970175,0,200
77.7891030081379,13.011123309862235,0,200
77.52569483424361,13.078258667610337,0,200
77.50375350019377,12.857816837019506,0,200
77.64733675091837,12.983984580356147,0,200
77.4776053465226,12.964481767175497,0,200
77.70717361576297,12.809369093874814,0,200
77.54812239455237,12.867241636960282,0,200
77.45081440928026,12.86200235658378,0,200
77.55050773342062,12.9955541135795,0,200
77.49919151468984,12.978712086319277,0,200
77.59908624778443,12.831387574757674,0,200
77.80952768104896,12.879134711352965,0,200
77.52158572615235,13.070998522648676,0,200
77.63430581908696,13.146871930537808,0,200
77.81055553260468,12.936470941906846,0,200
77.46417055600878,12.859122287748429,0,200
77.54432935129526,13.049131335922635,0,200
77.63251056877944,13.008369021750626,0,200
77.47209443014403,13.104511659924132,0,200
77.68488920632403,12.885403984863583,0,200
77.62430279973569,13.155282125527666,0,200
77.47413455553074,12.938319576963291,0,200
77.62815262435065,12.982795411516332,0,200
77.49874356269547,12.854161310178137,0,200
77.5257676590795,13.01314813638959,0,200
77.69326659614445,12.98747349484327,0,200
77.76682092633992,12.842771488323121,0,200
77.48194191131364,12.950016150784897,0,200
77.66459777205755,12.843949452715462,0,200
77.66188328391829,13.000149554939362,0,200
77.80477314244135,12.957541981864338,0,200
77.67061554828054,12.962526179886584,0,200
77.53515748411452,12.828807491575468,0,200
77.54184106368517,12.899652613310687,0,200
77.50512562876193,12.829469556259651,0,200
77.7067120063903,12.870990320261205,0,200
77.74196210190554,13.00082384032658,0,200
77.59783229686677,12.852302163911073,0,200
77.70554665382406,12.860239883786486,0,200
77.78877006678127,12.925356135942362,0,200
77.66691625003516,12.822680793694643,0,200
77.50415056075184,12.965546359760545,0,200
77.66129286656862,12.893149344585805,0,200
77.4642948583459,12.93698753206262,0,200
77.64274199500476,12.892169256022266,0,200
77.686748663831,12.813525159663083,0,200
77.65231817119219,12.930822821500039,0,200
77.66469598640205,12.862715326628539,0,200
77.47729150012087,13.150741966414147,0,200
77.77257026476073,13.073188754651914,0,200
77.6364858361726,13.075069834154847,0,200
77.48728739278894,12.897780561866938,0,200
77.50555273527955,13.087125075873253,0,200
77.7626494011855,13.1413041926713,0,200
77.50912225848633,13.08304803659291,0,200
77.69618977847881,12.858803971106429,0,200
77.43727192817074,12.860274164003233,0,200
77.51858984691346,12.827136859515928,0,200
77.5992522530921,13.051095472971335,0,200
77.72830777891922,13.010672880873507,0,200
77.69813189305394,13.007573863912484,0,200
77.77912426455913,12.816651895825178,0,200
77.58523282888163,12.92327069474917,0,200
77.77033031096968,12.963434966270626,0,200
77.65187736779309,12.984564928550924,0,200
77.71877153636892,12.922836334912374,0,200
77.51951140448396,12.878707452645312,0,200
77.70103203818601,12.83704422117634,0,200
77.75643818613275,13.037157443730099,0,200
77.54225732837828,12.829266387657043,0,200
77.65408218700459,13.049642059627516,0,200
77.80809435547987,12.888942565891321,0,200
77.71773828238351,12.912242768559114,0,200
77.80429549533646,12.881026629025747,0,200
77.4466524364917,12.917622689754355,0,200
77.60691277634108,13.15372847491636,0,200
77.55422629375107,13.068413266904944,0,200
77.5510434158496,13.091503372215591,0,200
77.72884446969996,13.097792440093876,0,200
