point_id,elevation_m,slope_deg,dist_to_drain_m,dist_to_lake_m,impervious_pct,landuse_class
pos_0,913.8859533164009,1.0231720374640807,216.45549607810068,1457.3213886624676,67.96974822838393,residential
pos_1,910.0184270506305,4.768714815903657,627.622961455288,72.35264732155235,72.82333342942857,residential
pos_2,921.6063397566493,2.835651939444829,1138.4923971965356,1262.3994315359935,46.92967243991457,industrial
pos_3,913.5735017572956,1.597599710287907,546.8853795033431,79.57895887500484,65.47740779795069,residential
pos_4,903.9649594025833,6.733878396631752,91.85134184450575,26.719939269142714,73.72663467613229,residential
pos_5,917.4239258236423,1.8904006709183365,834.3081990613342,10.0,72.69387921360324,residential
pos_6,931.5600006769521,2.5177226552170353,10.0,1142.846083547246,37.272580931529404,industrial
pos_7,926.2062144469386,2.1054400853477433,69.4409792230723,10.0,79.81619477825366,residential
pos_8,901.4439714628951,0.9886581735270374,10.0,10.0,49.933588030577845,park
pos_9,893.0186779343093,3.5625448010608567,388.168026594945,532.6517005150923,65.70638054376839,commercial
pos_10,902.6508830619397,3.9768192074654625,338.2145457079987,150.6357692941852,87.02553389286521,residential
pos_11,912.6198896902087,3.2087450554774506,415.3263739000312,352.36480892193003,55.87389403860659,residential
pos_12,877.1245383804174,0.0,10.0,825.1699324829258,67.4976165291169,industrial
pos_13,908.7181250410118,4.515994006846171,10.0,409.69084881670676,61.19704922927611,residential
pos_14,893.311335791204,1.7995233003538122,321.414376863981,1986.8840091321354,80.80641466717964,industrial
pos_15,901.0159896794482,0.06735317622138792,312.41921184612454,882.105206088994,46.95559563371526,park
pos_16,903.8361152571404,3.706561918101949,215.67383202442056,10.0,38.9762635535201,residential
pos_17,907.2554976544627,3.6256988407477255,257.95933621781916,2338.7872598846075,28.51485063935398,residential
pos_18,918.174458045612,0.4138525954373269,433.0786952228335,10.0,100.0,commercial
pos_19,927.6377005416401,7.44487135766513,10.0,2609.9606081612847,83.55769433380462,residential
pos_20,910.0719800558395,0.08074690124869921,948.065362668246,42.9765694456413,100.0,industrial
pos_21,932.4969520582453,0.0,651.7226338538592,10.0,62.51926506635352,residential
pos_22,902.0220798977008,0.1916571474033666,79.82625298632934,1627.5300333702046,92.45036190008936,commercial
pos_23,917.2726510513953,5.341599685780127,174.29525192830624,401.2834387245405,61.096627472296916,residential
pos_24,925.5520527247771,2.1482865485929685,414.7988355315249,1639.605298058803,44.74443003042789,residential
pos_25,913.4101844664132,1.7558866243036166,169.82715113428463,132.41705867740075,86.93921022369368,commercial
pos_26,900.8475112596929,2.3756845577333454,358.6906768913183,2180.8210099250964,64.11102748436292,commercial
pos_27,898.1741193561237,1.3067721841673898,10.0,815.347514806723,75.19810482045129,residential
pos_28,905.1341126149899,1.1194731733458587,10.0,831.4010423913273,78.37888134817295,residential
pos_29,915.3029268520507,1.2175690123891227,10.0,1479.1152661860017,81.8295963633142,commercial
pos_30,896.855727246919,3.915911046934845,10.0,10.0,65.74497112108048,park
pos_31,908.8623663769243,4.540911771343315,261.4044333038264,10.0,23.810713473371045,residential
pos_32,909.6116248512828,0.38981487603444576,22.996969098532674,10.0,46.23908125454514,industrial
pos_33,920.1126837702872,2.9784559434767823,54.845931514008754,1203.2598181851429,81.30988936987197,residential
pos_34,915.2198868375951,4.076414482498173,350.4731518413406,1633.8033718585607,100.0,residential
pos_35,917.3305906355988,0.3364961009877687,496.6137550725317,10.0,69.29645129828967,park
pos_36,902.1925708587249,1.4948668159656084,343.9080459124643,889.4794596469874,97.59512998695344,commercial
pos_37,910.0557954946084,0.4238716753784173,10.0,182.99345679798517,22.4661299282426,residential
pos_38,923.7596320509199,0.0,10.0,1239.2096183637352,99.80191249576511,commercial
pos_39,934.4014671783115,2.7037257375800032,122.50325693512087,130.92347533755964,47.28830070949863,commercial
pos_40,893.1140170184382,1.0277352573397498,1632.9030480201873,1758.464856954255,49.73023076259885,residential
pos_41,934.7088566210859,3.762258178289094,246.2436252780049,629.2883905624554,64.00436139537456,industrial
pos_42,932.1881313567345,2.441156154769393,277.1153901162389,2532.9311675792783,75.93368173052384,industrial
pos_43,923.7196710105064,3.3252547104099888,313.20005831526015,336.61750170570076,46.04501321223243,residential
pos_44,915.9668344549395,1.9154341747602572,424.8370435478354,1475.4015309220615,89.92210606769709,commercial
pos_45,907.2911577819535,1.2300052348219537,254.39123392634286,1275.872981291899,41.156015714946655,commercial
pos_46,933.8703102530544,2.3186537297864374,10.0,10.0,72.72064788766308,residential
pos_47,941.4038747467495,2.4900077394468085,181.8927328792929,344.35268565448496,52.32367954893314,residential
pos_48,939.0245230479919,1.0882890109667602,711.9360231864458,897.3484141149615,74.2677476850185,commercial
pos_49,931.7265564710156,3.35319091022033,69.69026047780667,702.5546644143564,29.648620229301734,residential
pos_50,917.3607061598843,3.9931897119529376,259.03075453758265,521.1137416751023,50.413933670723225,industrial
pos_51,893.8752205157674,2.8161654106618528,1033.2418515371244,30.671103282502003,45.0188820583152,industrial
pos_52,911.9331880031988,5.926981777003121,59.09116725971057,10.0,88.19357994754121,commercial
pos_53,921.847124026145,1.2353219806985685,186.30784851649042,606.1072924380804,25.20624760353232,residential
pos_54,892.6745780437567,3.5411928364022067,1051.0409767400745,152.59981905471273,100.0,residential
pos_55,917.9268309027301,1.6825303989418785,305.1249918820151,10.0,59.73495652728101,park
pos_56,918.4479554223335,2.969259007350519,369.48224204483176,2902.320176079086,73.79636805463923,residential
pos_57,922.4406408594431,0.8401013208358308,10.0,817.7049353885019,19.04968509420135,residential
pos_58,894.2382304986421,4.730246754729533,195.3623420620669,10.0,54.06035164748309,industrial
pos_59,902.0744614194144,2.8520418115145145,632.7922325165131,1644.3761600890966,86.75240566530462,park
pos_60,905.4534712928516,4.884488999146335,579.7969481165966,10.0,100.0,commercial
pos_61,894.4529713834071,0.0,450.750672889303,95.4453415202666,50.180895521064265,commercial
pos_62,938.090518156952,1.5129695815984512,31.97183850056183,215.53712510793554,92.65477909196193,commercial
pos_63,904.5613390733678,0.7148683994438574,221.33094451191772,1765.6775917956554,73.50005985315387,commercial
pos_64,916.9345444419031,1.436116269416998,314.9692349596603,10.0,82.8399098033398,industrial
pos_65,908.1214118178912,1.1147806056283514,10.0,16.937905381615025,65.75003333930152,residential
pos_66,935.7520931820318,2.2589181314254145,10.0,910.1145761425419,100.0,residential
pos_67,931.8054148062276,2.4655057125443145,10.0,259.18367027190925,35.848800707114464,residential
pos_68,921.5002893423738,2.418030270606875,604.9196972828602,1377.064201635347,82.84837757925295,residential
pos_69,878.9473517903002,1.3889522529763454,10.0,10.0,100.0,industrial
pos_70,912.7804346138983,2.874850355777337,10.0,568.7223719188542,85.38274204648715,residential
pos_71,922.2552928616481,4.251230991061803,10.0,820.9679677756945,64.26697509339479,park
pos_72,927.0594236376326,0.6954488680221542,267.6358376379508,15.782061250318293,80.3508959127665,residential
